device_make	device_model	_col2
ZTE	ZTE 8046	1804
Xiaomi	22111317PG	9956
samsung	SM-M205F	1382
OPPO	PCHM10	129
realme	RMX2050	961
MOBIWIRE	LOGIC L66M	80
Xiaomi	22041216I	1288
iWawa	T9	147
samsung	SM-A266U	1094
Danew	Dslide_1095	181
Xiaomi	M2007J3SP	844
samsung	SM-J727T1	201
DEXP	D21	426
Polaroid	MID1432	21
vipro	A1916	151
HUAWEI	BLN-L21	524
okayseamedia	TK708	72
Xiaomi	Redmi K20 Pro Premium Edition	232
asus	ASUS_I005DC	245
Samsung	SM-T585	39
Xiaomi	Redmi S2	8
vivo	V2454A	29
G-Touch	SPEED_2021	5
Sony	XQ-DQ54	51
PRITOM	Volentex_70	7
Ulefone	Tab A11 Pro	80
HUAWEI	DUB-AL00	3
alps	C20 Pro	4
Skyth	G10_EEA	4
incar	TAG_Pluto_TAB_II	1
samsung	SM-A235F	57314
OPPO	CPH2021	2639
OPPO	CPH2205	8307
HONOR	ELN-L09	24759
CUBOT	KINGKONG ACE 2	492
motorola	moto g14	21395
OPPO	CPH2185	15996
Xiaomi	22126RN91Y	34098
HUAWEI	JAT-LX3	534
samsung	SM-A225F	34210
Xiaomi	2312DRA50I	7262
OPPO	CPH2523	534
samsung	SM-G975U1	3055
Xiaomi	Redmi Note 4	4251
samsung	SM-S908N	2900
OPPO	CPH2139	1491
samsung	SM-G970N	791
Blackview	COLOR 8	1055
YINOCHE	ZIDS701	6
incar	M39	74
SHARP	A104SH	197
INFINIX	Infinix X6728	140
TCL	T519H	79
Mobicel	RX Plus	215
ZUUM	NOVUS TAB	319
motorola	Lenovo K14	327
TECNO MOBILE LIMITED	TECNO LD7j	476
SSmooth	Vision Plus	380
ZTE	ZTE Blade A51 Lite RU	335
motorola	moto g(7) optimo maxx(XT1955DL)	71
INFINIX MOBILITY LIMITED	Infinix X606	2
OPPO	PHF110	5
HUAWEI	SNE-LX2	239
Google	Pixel	292
ADVAN	8001	75
BRAVE	T2Pro	36
Teclast	T50HD_ROW	1052
Odea	S11	163
incar	S9K	35
TCL	9032T	12
VOVE	I15 Pro Max	55
KENSHI	Pad Pro E110	81
Mizone	M68	17
Unihertz	F21 Pro	22
OnePlus	LE2110	149
HTC	HTC U23 pro	111
OPPO	PADM00	142
TECNO MOBILE LIMITED	TECNO KG6	29
DIGMA	K10 DA1C0P01	97
samsung	SM-J700P	19
samsung	SM-F926W	57
OPPO	PLA110	16
POWERPAD	G10pro	2
incar	VANKYO_S8	6
slate	slate	42
DOOGEE	S40	4
samsung	SM-T827R4	13
wheatek	C31 Pro	14
samsung	SM-S731B	2
BDF	2024_P70_PRO_MAX	4
CMDC	SP300	4
LGE	LM-Q925K	3
incar	W801	1
JEPK	T12	3
HUAWEI	FIG-LA1	2
RED	H1T1000	1
Skyth	Q3_EEA	1
google	ASR8601	1
Deejoy	Q10	3
asus	ASUS_AI2401_H	1
realme	RMX3511	26888
motorola	moto g23	9797
realme	RMX3623	1459
motorola	motorola one	3212
OPPO	PBAM00	326
HUAWEI	VTR-L09	599
samsung	SM-T225N	12864
samsung	SM-X820	1529
samsung	SM-J415G	166
GREATASIA	E9863	210
samsung	SM-T736B	3622
asus	ASUS_I001DE	147
vivo	V2408	612
LGE	L-41A	179
OPPO	OPPO R11	24
Along	Stratus_C7	296
HUAWEI	MAR-LX3Am	218
nubia	NX709J	24
Sony	XQ-AU42	21
HMD Global	Nokia 5.4	1266
HUAWEI	ANA-NX9	238
BLU	BOLD K10	207
ANT DAO TECHNOLOGY LIMITED	Air1 Pro Plus	1
UMIDIGI	MP34	4
LGE	LM-X210	23
K102	K102	60
ACE France	BUZZ 3	36
Pro23	Pro23	55
Welcome	SP20 Pro	11
incar	M321-EEA	43
Crosscall	Stellar-X5	97
OUKITEL	C58	28
samsung	SM-A6050	11
SPA Condor Electronics	Plume P8 Pro	4
HONOR	JDY-AN00	2
HUAWEI	VRD-AL10	2
samsung	SM-T387P	8
Dgtec	DG101TCPK	4
Hisense	HWCD102E	3
NEC	LAVIE Tab E 8HD1	2
LAVA	LAVA LE9820	1
LENOVO	TB310XU	9753
reeder	S19 Max Pro S	1427
LENOVO	TB300FU	10013
Xiaomi	Mi Note 10	2614
FCNT	FCG01	2727
samsung	SM-T975	878
HUAWEI	STK-LX1	28834
JOYAR	100092980A	175
OnePlus	BE2011	602
Xiaomi	2310FPCA4I	4752
Xiaomi	Redmi Note 10 Lite	767
samsung	SM-S136DL	2212
vivo	vivo Y85A	632
samsung	SM-S937N	78
LAVA	LZX417	216
Sony	SOG13	89
skythtek	JR-J71	92
YEZZ	ART2PRO	27
Mi Pad 6 Pro	Mi Pad 6 Pro	59
WALTON	Primo R10	12
OPPO	PBBT00	9
CONTIXO	K103A	6
Smart_Products_Connection_SA	Discovery SE	77
HUAWEI	BAH4-L09	92
Realme	RMX1942	4
incar	X20	11
samsung	SM-T227	98
Lechpol	KM1073	258
INFINIX	Infinix X677	238
Multilaser	Multilaser_G_Pro_3S	52
Ulefone	Power_5	40
positivo	T790	31
WALTON	PRIMO ZX4	16
OLAX	Magic Q8 Pro	56
worldchip	TK701_EEA	116
alps	P50 pro	44
Sigma_mobile	Tab_A1010_Neo	10
CUBOT	MAX 3	77
Redmi	M2007J22C	8
NUU	T0801L	14
UEG	MONZA-T5	17
vanwin	pro15	3
Lanix	RX10ProV7	6
M_HORSE	A9	3
Multilaser	M10_4G_AC	3
alps	Pro11	3
meizu	MEIZU Note21 Pro	1
samsung	SM-A515F	92800
INFINIX	Infinix X678B	12765
HONOR	CRT-LX1	17305
samsung	SM-A325F	86124
HUAWEI	MAR-LX1M	11061
Xiaomi	2306EPN60G	7612
INFINIX	Infinix X6731B	9500
motorola	moto e(7)	6333
Xiaomi	211033MI	2680
TECNO	TECNO CK6	2625
OPPO	CPH1989	7695
Sky Devices	Elite T8Plus	554
incar	Star Kids	106
ANT DAO TECHNOLOGY LIMITED	B2021	411
realme	RMX3945	1139
OMIX	OMIX X300	180
EL	Pad_S8	129
samsung	SM-A515U1	184
BQru	BQ-9055L	70
B86-B	B86-B	145
samsung	SM-N976V	103
INFINIX MOBILITY LIMITED	Infinix X604	53
Deejoy	V9	23
TINNO	U380AA	302
OUKITEL	WP27	443
ZTE	nubia 8046	15
CROSSCALL	Trekker-X4	99
Skyth	J5_EEA	227
NEWSAN	N62	139
Shenzhen Hongshengda	D01	6
Mobicel	EPIC PRO_1	8
HXY	MP03	36
UXD	A5	20
P30	P30	49
vivo	V2323A	7
SHARP	SH-R80	5
asus	ASUS_Z01MD	34
FOSSiBOT	P23Pro	7
VIZIO	XR6P10	1
alps	A3_5G	42
Xiaomi	A402XM	29
Xiaomi	25053RT47C	18
realme	RMX3300	7
Tomate	TB216-B3S	3
incar	SILVERSTONE-T5A	1
vivo	V2304A	4
sprd	T10	1
Skyth	Q10-EEA	1
HUAWEI	HRY-AL00T	2
samsung	SM-A326U	10105
samsung	SM-S721W	2626
motorola	moto g play - 2024	47515
Blackview	Tab 90	910
samsung	SM-X818U	1885
HMD Global	N156DL	347
motorola	moto g stylus (2022)	2539
motorola	moto g stylus 5G (2022)	4395
Xiaomi	25028PC03I	2557
vivo	V2238	5146
vivo	I2403	4307
vivo	VIVO Y17	2808
vivo	V2043_21	6777
HOMETECH	ALFA10TB	195
INONE	AE9310	470
intouch	Mil07	36
Wingtech	T Phone 2 Pro	213
Moorechip	Retroid Pocket 4	3
BLU	G35	41
hena	C10	7
LGE	LG-M700	34
SHARP	901SH	70
Alldocube	T1021T	21
DOOGEE	V20Pro	346
SHARP	SHV48	114
nubia	NX549J	72
ZTE	ZTE A2022L	86
TECNO MOBILE LIMITED	TECNO CC6	94
incar	TAG-Pluto-TAB	30
samsung	SM-G9750	136
WALTON	WALPAD 10H Pro	25
TECNO MOBILE	TECNO Mobile KJ6	67
samsung	SM-G920R4	12
FULL TECHNOLOGY TRADE LIMITED	HERO	11
INFINIX MOBILITY LIMITED	Infinix X573	39
LGE	L-03K	7
vivo	V2339A	6
HONOR	JSN-AL00a	5
VOVE	S24 Ultra	29
Casper	VIA_S10	2
BullittGroupLimited	S48c	7
Lanix	Alpha 1V	10
ZTE	ZTE Blade A3 2019RU	1
Sigma_mobile	Tab_A1033_X_treme	6
alps	SU15 Pro	4
Lunnen	TL65611S01	1
DIGMA	CITI Octa 10 CS1219PL	8
CWOWDEFU	C82W	4
FOXXD	A551	2
Sony	SOV34	1
Punos	X10 Tablet	10
HTC	HTC Desire 12s	4
emdoor	HN2-M16Q	10
Swipe	Swipe_X1	1
OPPO	PBET00	1
SP	F866	1
samsung	SM-S936W	143
Amazon	KFRAWI	4904
motorola	moto g64 5G	12996
realme	RMX3741	9339
realme	RMX2063	4271
samsung	SC-41A	1270
samsung	SM-N986W	977
vivo	V2431	3880
INFINIX	Infinix X1101B	3570
OPPO	unknown	354
realme	RMX2027	2911
Anbernic	RG405M	4
Xiaomi	Redmi 5 Plus	3257
INFINIX	Infinix X6823C	3529
vivo	V2350	1430
vivo	V2139	963
TCL	8492A	2096
samsung	SC51Aa	73
incar	T8S	196
COMPAQ	QTAB10 PLUS	44
BLU	G54	485
Hisense	Hisense U71	263
INFINIX MOBILITY LIMITED	Infinix X650	294
SHARP	SH-M26	281
itel	itel L6501	408
HUAWEI	LND-AL30	35
motorola	moto g(6)	162
SHARP	LP-03	20
A-gold	Titan	23
MioTab	MP0101788	85
Sony	G8232	18
P50pro	P50pro	26
Pixus	Pixus_Titan	66
BLU	G91S	45
FOLG	FT02	11
Hisense	Hisense U71 Pro	75
HUAWEI	FRL-AN00a	3
HXY	MP08	1
HUAWEI	FIN-AL60	4
EPIKONE	X620	2
Tab T18 Air	Tab T18 Air	15
alps	A73s_5G	16
samsung	SM-S918Q	1
isafemobile	IS530	1
CCIT	16ProMax	1
Wingtech	TMRV5GTB	8920
samsung	SM-G950F	20560
samsung	SM-A520F	10516
samsung	SM-S931B	15408
IMG	UNIVERSE	710
Multilaser	M8_WIFI	634
FYD	IM-H092W	220
HONOR	NIC-LX1	1359
vivo	V2302	3068
vivo	V2168	3108
OPPO	OPD2102A	4266
CUBOT	QUEST	88
INFINIX MOBILITY LIMITED	Infinix X695	5346
samsung	SM-T515N	591
samsung	SM-A507FN	3641
vivo	vivo 1907_19	3036
Xiaomi	22041219G	2279
HXY	A11	138
reeder	S19 Max	316
OPPO	PEEM00	264
samsung	SM-G928C	158
Teclast	P30T	2113
realme	RMX2163	828
samsung	SM-T820	1461
Stylo	Sirius Plus Tab 10	333
HOTWAV	Cyber 13	65
motorola	moto g(40) fusion	1288
LAVA	LAVA LZX409	570
G-Tab	T7	540
Plimpton	P70	21
NSD	T120G	60
vivo	V2357A	17
Topsand	N8	58
OPPO	CPH2081	119
incar	KingPad_K10	76
BQru	BQ-6045L	48
ACE France	BUZZ 5 Prime	87
DIGMA	Kids 8260C WS8253PL	76
LGE	LG-M320	89
Xiaomi	2211133C	16
Sony	G8343	161
samsung	SC-04J	45
FACETEL	3W_EEA	7
vivo	V2309A	11
incar	The leader tab8 3G	9
HMD Global	TA-1033	39
hena	AV-10NT310	1
vivo	V2364A	66
GFIVE	4G Style	2
FROG	UNI 10X	10
ABAO	KX20	18
samsung	Nexus 10	4
alps	A09	1
U15 Pro	U15 Pro	5
Fortune Ship	Alpha A16	14
INFINIX MOBILITY LIMITED	Infinix X657	8
iGET	SMART L11	6
K10	K10	14
Xiaomi	lime	2
hena	E700_Kids_EEA	4
TCL	5024D_EEA	1
Xiaomi	M2103K19PI	1274
Xiaomi	23117RA68G	63867
Xiaomi	M2006C3MNG	26334
samsung	SM-G960F	28984
samsung	SM-A105F	12548
HONOR	VNE-LX2	9772
samsung	SM-J810G	3401
samsung	SM-S938W	1199
samsung	SM-F946B	5924
INFINIX MOBILITY LIMITED	Infinix X6812B	3849
vivo	I2221	472
vivo	V2409	1942
Sony	SO-04K	590
samsung	SM-A156L	1753
OnePlus	DN2103	1923
HUAWEI	STF-AL10	95
Sony	G8342	152
samsung	SM-G920F	1155
OPPO	PDRM00	141
Premier Code (PRIVATE) LIMITED	DS-CL3	603
OnePlus	GM1915	503
samsung	SM-G988U1	945
MEDIACOM	M-SP8KID	260
INFINIX MOBILITY LIMITED	Infinix X655F	304
LGE	LM-Q927L	131
UMIDIGI	MT07	66
incar	S12	168
samsung	SM-C5000	87
NEWSAN	N52	103
S6	S6	789
OPPO	CPH1613	8
samsung	SM-T550	45
alps	TAB-15	4
Acer	A10-21_EEA	542
HMD Global	TA-1004	28
asus	ZE552KL	108
HUAWEI	GFY-AL00	11
ZTE	ZTE T1006	94
incar	G800	202
W&O	X200 Pro	65
vivo	V2317A	31
BLU	J10L	32
Honeywell	EDA71_G	33
Casper	VIA M40	62
TCL	unknown	1
Dgtec	DG101TCBL	7
OPPO	PHS110	7
DOOGEE	Tab A9 Pro	5
bnd	SMART_W10X_EEA	2
deltainno	DT2002C	1
realme	RMX3269	13549
samsung	SM-S901U	19203
Xiaomi	23021RAAEG	31300
OPPO	CPH1955	608
HONKUAHG	EV10	65
OnePlus	MT2111	2287
TECNO MOBILE LIMITED	TECNO LD7	2619
samsung	SM-X806B	1582
samsung	SM-F916U1	36
SHARP	706SH	182
motorola	Moto C Plus	21
HMD Global	Nokia G10	748
vivo	vivo Y83	743
ITEL	itel A669L	417
Xiaomi	24091RPADC	312
OnePlus	LE2123	897
OPPO	CPH2207	1332
OMIX	X3	726
HUAWEI	STG-LX2	538
samsung	SM-A015T1	84
realme	RMX3262	115
Relndoo	TB02	69
Google	Pixel 2	765
Lenovo	Lenovo L78071	143
Jambo Technology	JP1	48
vivo	vivo 1601	132
deejoy	M700	6
HUAWEI	MGA-LX9N	583
samsung	SM-A217N	75
vivo	V2029_PK	103
Sony	XQ-EC54	84
OMIX	X4	32
OnePlus	HD1905	178
Fivahiva	F10A	10
Xiaomi	2307BRPDCC	28
Symphony	Z16	8
Smart Phone	Smart Phone	8
PREMIO	TAB 8.1	17
Sony	F8332	4
WIKO	W-K380-TVM2G	10
samsung	SM-J260A	28
Temirgereev	TG 30	9
vivo	V2408A	8
Skyth	CP20	8
skythtek	MT-710QU_Pro	7
DEXP	T155	4
Fortune Ship	G-mee Play Pro	4
BEBE-TAB	A4040	1
LGE	LM-Q610.FGN	1
vivo	Y20s[G]	1
Honor	HPB-AN00	1
samsung	SM-T733	19968
Xiaomi	2410FPCC5G	20925
samsung	SM-N981B	3111
samsung	SM-G781W	6266
LGE	LM-K520	1443
Positivo	Vaio TL10	1709
G-Tab	T10	234
HONOR	GFY-LX2	3293
samsung	SM-M135FU	8570
BLU	M8L 2022	1334
vivo	V2404	4337
vivo	V2342	8546
HONOR	CRT-NX3	4424
HUAWEI	ANE-LX3	1710
Motorola	moto tab g70	117
vivo	V2331	1790
vivo	V2231	5614
OnePlus	OPD2304	3847
vivo	vivo 1820	3608
HUAWEI	AUM-AL20	75
samsung	SM-G9880	361
SHARP	SH-04L	266
Blackview	BV5900	640
realme	RMX1973	283
OUKITEL	C60	47
HUAWEI	FIG-LX1	262
Xiaomi	22101316C	267
Hisense	Hisense E34	279
DOOGEE	U10 Pro	357
samsung	SM-M022G	301
samsung	SM-A4260	146
AGM_PAD_T3	AGM PAD T3	267
Google	puff	274
HMD Global	HMD Aura	342
PIXPEAK	L60-EEA	132
samsung	SM-A5070	71
vsmart	V350U	234
DIGMA	Optima 1444E 4G TS1291PL	118
samsung	SM-F700F	226
Hometech	Alfa_12_GX_Pro	5
SAIET	STS602	18
TCL	T774H	66
Coosea	SL201D	3
TCL	9132L	10
Symphony	Z28	11
ZTE	ZTE A2121L	5
Welcome	S25 Ultra	10
ADVAN	8002	19
MODIO	M36	7
vivo	V2425A	47
vivo	V2303A	2
TCL	4065F	11
ITEL	itel A507LMO	1
Fortune Ship	Gplus Z10	3
TECNO MOBILE LIMITED	TECNO ID5b	3
Xiaomi	22127PC95G	1
alps	PRO_10	1
samsung	SM-F731N	2912
Xiaomi	22101316UG	11976
samsung	SCG33	3921
Xiaomi	2201116PG	15151
Xiaomi	2201116SI	6091
samsung	SM-G996U	8739
OPPO	CPH2527	8953
vivo	V2203	1220
OnePlus	GM1917	499
samsung	SM-A705W	400
FYD	IM-H031	934
Mobicel	IX	327
incar	TBT8A10	38
OPPO	CPH2353	1178
OPPO	CPH2725	562
HUAWEI	JSN-AL00a	68
DEPLOY PRIVATE LIMITED	Neo 11	54
Wingtech	Celero5G	213
vivo	I2213	40
OnePlus	ONEPLUS A5000	2515
W&O	X200	637
sanmu	VIA_S30_0	187
SHARP	SH-M17	101
samsung	SM-A600GN	2
Multilaser	DI01_M7_WIFI	63
ZTE	nubia 8150N	547
Blackview	Tab 8 Kids	971
samsung	SM-G715U	123
Hammer	Blade V 5G	23
vivo	I2405	69
ZTE	P660	120
Rebecco	K50_ROW	18
UNISOC	M7	122
BEBE-TAB	PIZZA	22
TINNO	U380AC	102
Clearsounds	CSTAAP8D	12
TABWEE	W90	151
alps	L36	53
The Warehouse Group	E0120	7
DIGILAND	Alfa10LA	18
JOYAR	100011886BK	110
VOVE	POVA 5 pro	20
vivo	VIVO 1907	16
DOOGEE	Blade10	121
Deejoy	Y7	50
CUBOT	KINGKONG ACE 3	19
JUSYEA	J8_EEA	54
Teqtronix International	Ultra_Max_10_1	22
Lava	Lava Z66	10
ZTE	A402ZT	35
rainx	the101loop	21
INFINIX MOBILITY LIMITED	BASIC	3
Skyth	Q3_US	2
TOSCIDO	T26-EEA	8
TCL	8095	2
Hisense	Hisense E20s	3
DW	SMART Hf17	2
Google	Pixel 8	15959
HONOR	CRT-LX3	8480
Xiaomi	220733SI	1037
OnePlus	IN2021	774
Xiaomi	Mi 10 Pro	3969
vivo	V2502	2883
Xiaomi	Redmi K20 Pro	4867
samsung	SM-M325FV	7356
samsung	SM-A325N	1621
INONE	AEOP517	45
OnePlus	NE2211	1280
WALTON	Primo HM6	17
realme	RMX5003	1753
TECNO	TECNO CI6	918
TECNO	TECNO KJ7s	156
samsung	SM-F916U	57
samsung	SM-A366W	211
samsung	SM-S926W	830
samsung	SM-S9260	242
realme	RMX3503	264
ITEL	VIMOQ P662LO	82
hena	TK806_EEA	105
TECNO MOBILE LIMITED	TECNO KF6i	56
LGE	LM-Q610.FG	19
Xiaomi	Mi Note 3	226
iBrit	K10	45
motorola	moto g15 power	1048
NST	E10P	14
Skyth	KidsTAB10	212
LOGICOM	LOGIKIDS_11P	59
iGET	SMART L32	53
HUAWEI	PRA-LX1	215
vivo	vivo Y95	86
Cellcom	M20 S	3
Cidea	CM925	123
HMD Global	Nokia C5 Endi	1
LT	LT_8501	27
Danew	D809ProPlus	92
Doro	DSB-0220	17
Schok	SP555D	7
Emdoor	JA2-TBA1002	19
samsung	SM-S938Q	5
alps	S25_Ultra	18
Fivahiva	FF-35	10
Teclast	T60Plus_ROW	45
PRITOM	M10_C03	24
AllCall	SHINE 12 PLUS	7
motorola	motorola razr 60	7
HUAWEI	ALN-AL10	10
samsung	SM-T385M	19
OUKITEL	WP23 Plus	2
ZTE	ZTE A7000	2
Casper	VIA_G4	17
SHARP	A405SH	18
HiKING	KIDS_1	14
SMARTEC	T702	5
samsung	SM-P355C	3
OPPO	CPH1869	18
alps	S23_Pro	12
incar	M10SPlus	2
X7	X7	1
vivo	V2334A	1
incar	P602	1
samsung	SM-A736B	31982
HUAWEI	ELE-L29	11880
ZTE	Z2357N	3383
samsung	SM-A236B	16150
TCL	9032Z	2104
onn	100135925	13000
vivo	V2151	2128
Xiaomi	2312FRAFDI	2227
INFINIX MOBILITY LIMITED	Infinix X656	1619
vivo	vivo 1933	4945
SHARP	SH-02M	792
samsung	SM-A245N	2575
HUAWEI	MED-LX9	1459
samsung	SM-N976B	1664
Coolpad	CP3667AT	95
Xiaomi	22095RA98C	681
TCL	6102D	544
Teclast	T50_ROW	166
Premier Code (PRIVATE) LIMITED	DS-CL3 Pro	453
TCL	9198S	492
FEONAL	D106_EEA	80
Wingtech	Celero5G+	41
wheatek	T5 Pro	181
samsung	SCV43	407
vivo	I1927	133
wheatek	F105	136
LT_mobile	E11	72
HUAWEI	AGS3-AL00	4
Hisense	Hisense H60 Smart	165
samsung	SM-T837R4	29
COOPERS	CP81	2
samsung	SM-F9360	25
samsung	SM-G920V	37
Sony	H4113	286
TCL	T671O	90
incar	7_PREMIUM_PRO	6
LENOVO	Lenovo K33a48	22
alps	S14	5
HUAWEI	HUAWEI NXT-L29	34
Blackview	WAVE 6C	9
samsung	SM-J510FN	74
PRITOM	M10_C01	39
OTEETO	TAB6	8
NEC	LAVIETab10FHD4	3
Reliance Communications	RC609LSM	2
NEC	PC-TE510HAW	2
SHARP	907SH	4
ANT DAO TECHNOLOGY LIMITED	Air1 Ultra Pro	2
Sony	SOG12	1
HUAWEI	STK-L21	38901
samsung	SM-A315F	26473
HONOR	ANY-LX1	1796
vivo	V2318	12934
vivo	V2244	1499
HMD Global	Nokia G20	1279
LENOVO	d-52C	1630
TCL	4188R	39
samsung	SM-S916W	610
INFINIX	Infinix X6871	3832
samsung	SM-N986N	2574
OnePlus	CPH2691	3907
HUAWEI	YAL-L41	5851
Sony	SOG11	417
realme	RMX2170	5471
Teclast	P40HD_EEA	819
INFINIX	Infinix X6815D	333
HUAWEI	SNE-LX3	2416
blackshark	SHARK PRS-H0	182
UMIDIGI	MT01	30
ZTE	Z2458	333
XGODY	N02_ProA	132
Lenovo	TB320FC	394
Hisense	Hisense E40	1
NEC	LAVIE Tab E 10FHD2	140
LGE	LM-G910N	108
JREN	J10PLUS	196
samsung	SAMSUNG-SM-G920A	507
HTC	HTC 2Q4R100	14
MEDIACOM	SmartKid10	55
Blackview	BV9300	400
Sony	XQ-EC44	156
Android Tablet	Android Tablet	8
Kalley	Black_5	90
niuniutab	K101	15
AllCall	HERO 60 PLUS	29
HOLO	XULTRA3	100
PEAQ	PET-10181-F464E	228
COLORROOM	K10C	164
Sony	H8166	25
wheatek	A90	93
samsung	SM-F907N	5
TCL	9296G	71
incar	A9	23
OPPO	A83	6
Tablepc	Tablepc	30
Ulefone	Armor Pad Pro	40
TP-Link	Neffos X1 Max	17
INFINIX	Infinix X1301	4
SNCOIA	QT22103BP	52
OSCAL	C30	6
Gevo	Gevo S6801	11
Xiaomi	2311DRK48C	19
BQru	BQ-6630L	9
condor	PGN610	6
HUAWEI	JAT-AL00	1
TCL	6056D	7
DIGMA	CITI Kids 10 CS1232MG	5
LENOVO	Lenovo TB-8X04F	2
SHARP	FS8016	1
BNCF	BPad_Mini_SE	1
WIKO	ROBBY2	1
Welcome	15 Pro Max	2
LENOVO	TB330FU	49065
INFINIX MOBILITY LIMITED	Infinix X682C	5460
TCL	9185W	2198
OPPO	CPH2689	5330
motorola	motorola edge 50 neo	6311
HONOR	HEY2-W09	21664
realme	RMX3921	2766
IRIS_OHYAMA	TE10D2M64	343
HONOR	LLY-NX1	13115
ITEL	itel S665L	6180
realme	RMX3381	5396
SHARP	SH-41A	921
Xiaomi	220233L2I	5186
Xiaomi	24030PN60G	879
motorola	motorola edge plus 5G UW (2022)	821
HUAWEI	PCE-W29	74
samsung	SM-X526B	1042
motorola	Lenovo K10	72
Ulefone	Armor 22	412
ITEL	itel A6610L	1270
INFINIX MOBILITY LIMITED	Infinix X612B	1133
Teclast	P30	2287
OnePlus	HD1910	365
Apolosign	EM101C	154
E-HAUTE	Tab 80 WiFi	427
Xiaomi	M2104K10AC	675
HUAWEI	HRY-LX1MEB	400
VISUAL-LAND	Elite10QHPro	142
BLU	B131DL	440
alps	X16 PRO	30
samsung	SC-03J	184
LAVA	LAVA LZX406	127
OPPO	CPH2025	230
HONOR	FRI-NX9	102
HUAWEI	BMH-AN10	63
AllCall	Magic 15 MAX	121
Teclast	M50_ROW	64
ZTE	P652	1
alps	BDF	13
samsung	SAMSUNG-SM-T817A	16
htc	HTC Desire 12+	9
OX TAB	Ox-p010	21
ITEL	itel P671LN	16
incar	DEYI10M18A53	12
Premier Code (PRIVATE) LIMITED	DS-CL4	30
DEXP	H110	12
OnePlus	PJE110	174
alps	X24 UItra 5G	14
POWERPAD	G10	12
samsung	SM-X308U	11
FUJITSU	F-51A	23
HYF	SQ126G	33
RAVOZ	RAVOZ V3	2
IMG	TITAN	6
HUAWEI	DCO-AL00	20
CUBOT	KINGKONG 7	8
BLU	J9L	2
Xiaomi	LeEco Le2	1
OPPO	Galaxy S23+	24
XSD	S12	4
incar	G50	2
Pad_15_Pro	Pad_15_Pro	1
Nothing	A063	5308
samsung	SM-S721B	32548
Xiaomi	M2101K9AG	7498
motorola	moto g42	12360
vivo	V2225	17418
samsung	SM-S936U1	1089
Sony	SO-05K	376
realme	RMX3516	1984
onn	100110027	2950
Sky Devices	SKY PAD10Max	352
ZTE	ZTE 9030	498
ZIOVO	Z168_U_US	138
INSANE	INSANE_V10	240
Sparx	Ultra 8 Pro	358
LENOVO	Lenovo TB-X605LC	283
SHARP	SH-RM11	288
OnePlus	KB2007	558
CUBOT	X70	580
asus	ASUS_Z012D	85
OUKITEL	C33	432
soda	Note 12Pro	25
Jio	LS1542QWN	193
samsung	SM-A202K	34
TCL	T773O	11
Aocwei	X700_EEA	1364
Foxx Development Inc	Miro A67	336
BQru	BQ-1025L	164
NEC	LAVIE Tab 11FHD1	444
Z40 pro	Z40 pro	44
skythtek	M820-EEA	3
hena	KT1007	176
TECNO	TECNO LJ8k	447
PCD	Bengal Max	24
Acer	SXPro	37
TECNO	TECNO CM8	94
Teclast	C37 Ultra	7
Palm	PVG100	2
LNMBBS	L60	2
DOMATON	D102	29
Umx	P600	20
Vestel	Venus Z30	22
vivo	V2352GA	1
OPPO	OPD2101	27
vsmart	Star 5	5
KLIPAD	P80	42
HXY	A54	66
vivo	vivo 1603	21
Welcome	Smart Phone	6
Symphony	Symphony Z32	18
KONKA	N17	2
BLU	BOLD N2	8
meizu	MEIZU 20	2
Yulong	Coolpad 3701A	3
Aspera Mobile	AS9	1
incar	PR4-T704	1
uCloudlink	G1701	2
MOBIWIRE	S60	3
DOOGEE	Note 58	1
vernee	X1	2
Sony	A103SO	1
HONOR	NDL-W09	74323
Xiaomi	24049RN28L	7284
Xiaomi	21121119SG	12832
Wingtech	TMRV065G	946
realme	RMP2105	5113
TECNO MOBILE LIMITED	TECNO KF6p	2255
samsung	SM-X516B	9293
samsung	SM-N960U1	1048
samsung	SC-03K	2084
samsung	SM-G970F	19153
Symphony	helio 30	81
OnePlus	CPH2649	533
TCL	6125A	663
LENOVO	Lenovo TB-X606FA	157
Ulefone	Note 16 Pro	1693
TECNO	TECNO CL6k	197
Sony	SOV39	390
Apolosign	EP1095_T	37
samsung	SM-F936U1	337
TECNO MOBILE LIMITED	TECNO BD4i	177
LGE	LM-X625N	159
HUAWEI	BTV	154
Xiaomi	23088PND5R	81
INFINIX MOBILITY LIMITED	Infinix X680	991
HUAWEI	RNE-L03	56
Xiaomi	Redmi 8A Pro	20
Xiaomi	22041211AC	5
HUAWEI	DBR-W10	9
RAVOZ	RAVOZ Z7 Pro	174
Meizu	16th	292
AOSP	SmartPhone	174
UJJ	U8_EEA	455
OnePlus	Lahaina for arm64	3
reeder	S19 MaxL 128GB	118
Teclast	M40_Plus_EEA	89
Cat	S62 Pro	87
samsung	SM-T577U	150
Innovatech	W2	35
LENOVO	TB335FC	73
TECNO	TECNO KJ5s	139
MXS	SPARKPRO_MAX	6
samsung	SM-A750N	27
reeder	S23 Pro Max 256GB	76
HOMETECH	ALFA10TX	33
bnd	S21_EEA	53
G-Tab	T11_PRO	15
alps	G4	10
GHIA	Vector_3G	17
Teclast	M40_Plus_ROW	25
TECNO	TECNO KM6	9
Google	Acer Chromebook 14 (CB3-431)	11
Meizu	16 X	7
AGM	AGM_PAD_P1	18
